Latitude,Longitude,Population Density
1.267081626784756,-1.350973114461848,-0.10845811879435455
-1.3111874361246036,-0.4607552169616217,-0.2607762140286583
1.3594157819585682,0.4872410192234862,0.46356139908469385
-0.263773874026134,0.4135556812649579,-0.3088847552458368
0.6075814141813497,1.289730129024113,-1.26881810723825
-0.5823632768522932,1.2434713495165652,1.3393690687357842
0.4476633500274832,-1.3547497077560497,-1.0438422886589176
-0.5724700937486111,-0.5502616106939908,1.330873262366171
-1.3164348355657014,1.1976554982154923,-1.256190974379037
1.2698237926817182,-0.5434662299344291,-0.6484969887858955
-1.296963184438908,-1.3228185156965313,0.11998859295791796
-1.304657438028225,-0.28975791576435234,-1.3370148685587273
-1.3228964554481994,-1.2733479574719302,-1.082288384880153
1.234042698004053,-1.3185339519769692,1.161023958328989
-1.1653980316529657,0.4296811924114116,0.4065726654169429
0.35682231499403444,1.2418510632379105,1.3024176163619072
0.6297082835195478,1.2418300600122334,0.4780763356572258
1.2370368805869167,-0.525413794639662,0.3442121176736429
-0.389882796749157,1.2276730671869593,0.4390615823870735
1.2998834340105694,-1.2309838517877632,-1.2781287725150203
1.3247679996900048,1.3242612498065023,-0.17327875932706638
0.26420438396425433,-0.5052956632845685,-1.3244640410159843
0.44517493445002765,-0.42531528962023707,1.203874038979099
1.1836906342579272,0.4115390285644528,-0.49283728910830105
-0.4933268246417683,-1.2135375791544454,-1.3605617469183884
-0.18652433040850022,0.3616049896236083,1.1997697138979762
-0.5206784402277472,-1.3095082041234727,0.7001886700490069
-0.3159897056275408,1.2648990533808804,-1.3079689381109738
0.4042157264369874,-0.44508341705189325,-0.34054655145233936
-0.5508993037380583,-0.3951825107854323,-0.7367800917937836
-1.2598985378829393,0.2127877716341998,1.3421877310515964
-1.3516173968229133,1.2443996582992254,1.1366996619445455
-1.3101914341202876,0.44052900422928015,-0.6066939522734495
1.3483943202209094,-0.391225729577225,1.2833736125729651
0.16999465329572738,-1.3137320799498007,1.3223086007629357
0.43171557310425435,0.24641855748043706,0.3477717982440792
1.2928009085522238,0.0024649883705556213,-1.3672761585700604
-0.6202657580152026,1.3031223482038459,-0.5007438015495995
-0.3562549995153922,-0.38035652751636206,0.36721659956446634
-0.6090974695441044,0.3361945131249489,-1.3515029974667618
0.42748621564759043,-1.2486452279347777,0.3097931395281817
-0.36822932128744756,-1.2829026515073871,-0.3660749988890155
-1.3430959006245577,-0.5170146076871335,0.7682591004301873
0.3864783395040166,0.3980740417501064,-1.1968333502393838
1.0449230962255305,0.44528901176684077,1.331462632797959
-1.2566333499795703,-1.2723023667862465,1.32113298440404
-1.3518185603560304,1.311990103703569,0.005187694508288849
1.344106011024003,1.313479498399916,1.1819306616526357
1.366951139156241,1.1680418651143192,-1.2443348954167899
0.3410465518481023,1.2344951848264212,-0.38197211040969603
