DBSCAN_Cluster,Latitude,Longitude,Population Density
155,-1.2671634063173653,-1.114094968053377,21.048193795475076
124,-0.7054101426087497,-0.5696583340705059,17.878935827561016
198,-0.14799559786084107,0.8252298232458667,15.200275287957249
17,0.9506672151779124,-1.1354572984446478,14.94290040819768
177,-1.4902717630095939,-0.23032430712790233,14.614636695956834
217,0.8857408101817589,0.4154519148901784,14.509081128685969
113,-1.2726012922287202,-0.7537043306785844,14.12334243950862
57,1.4719308339750135,-1.2378583085798343,14.014002066490905
257,-1.1212436156025478,1.515604995084643,13.987679227738159
40,-0.1696249596222883,-0.7236461515542714,13.88197560719705
41,-1.4680089759446349,0.07814358635405111,13.856541280113422
271,-0.5248519723832542,1.4413297924069337,13.818030372537427
140,-0.5885260026332072,1.628904935924477,13.566149110370372
305,1.6276886636803176,-0.2776717282288227,13.280169232147479
144,0.9220611933494449,0.5952840690628968,13.184336930907016
110,1.2664042416011072,-0.805391556111743,12.868645898758281
130,-0.7074425529649082,1.36674266114636,12.838795513681381
259,0.007324886983520681,-0.5668087855739493,12.558294343064603
200,-1.386906760190771,1.6815959849278204,12.51256453476832
61,-0.9473787347524992,-0.09417528781495892,12.509916282847279
235,0.4354616965647612,-0.35069328179067294,12.496985611311471
14,0.013186630321583365,1.3287977803621767,12.474152350059187
170,0.30638882135998846,0.9159350144064169,12.344844857845624
201,0.18583999113107078,-0.8016385800038753,12.311522139983742
314,0.6990194744929609,0.5720656777358586,12.247104757188565
13,-1.2461471503726507,0.12152779960501378,12.16323307826448
241,-0.5999753529604996,0.25559715346093687,12.054604986780253
89,1.323821283910552,-1.2013744455582156,12.004748201218916
288,-0.3671896741476719,-0.9928217600937765,11.847620646410537
203,-1.5995963160144777,1.4293191987754055,11.773665733122744
299,1.4870846538754878,1.7172188512929298,11.764110768917199
94,0.8829503294326797,-1.2043578610616252,11.75008575500695
137,-1.2217643318756186,-1.3049512399686032,11.563243791077099
164,0.5433295375193633,0.338191893814163,11.440382866450857
264,-1.0387942165648023,0.8720717312171834,11.428499951249789
107,1.1401457794374132,-0.3028276880609157,11.099253002203294
18,0.20628208913164187,0.2754339143127308,11.097294143952897
129,0.9640226090119155,-0.4940122984357216,10.839768467643893
162,-0.705432484791982,0.22449155492125294,10.82206914656413
255,-1.4114352413714506,-1.3681876678875218,10.657047915397836
250,1.0116759359290235,-1.0635324229206442,10.63788492593886
309,-0.28468647528367225,-0.5175047729879378,10.607166894902903
77,-1.6519659100618673,1.1031281900088747,10.548305180423036
166,-0.6817282370173885,0.06892057667933624,10.351559086126933
295,-0.4646870545190495,0.4086435985468823,10.31602140831787
180,0.6473822368768891,-1.072899426372619,10.002537382031157
167,-0.6155704858337337,-1.6290660753229316,9.797408101936233
142,1.3920717160607115,-0.08522017973686549,9.649150263198482
69,0.6136864364512894,-1.1877081398516085,9.601807556393055
116,-1.2707628286191657,0.4498550861527775,9.459175767624522
33,-0.9017213524219145,-0.9879844962515658,9.450256272078676
